PLAYER_ID,name,team,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,norm_height,norm_weight,norm_ppg,norm_ts_pct,norm_on_ball_def_fg_pct,norm_blk,norm_reb,norm_ast_minus_tov,norm_net_off_rating,norm_stl,norm_net_def_rating,norm_charges_per_min,norm_loose_balls_per_min,norm_box_outs_per_min,norm_stl_per_min
1631260,AJ Green,MIL,100,60,48,110,45,89,452,0.2941,0.2,0.2524,0.5735,0.4804,0.0323,0.1429,0.2278,0.739,0.1905,0.291,0.1042,0.4053,0.107,0.1003
203932,Aaron Gordon,DEN,53,105,62,97,135,28,480,0.5294,0.56,0.4401,0.5529,0.7353,0.0968,0.4034,0.3165,0.7288,0.2381,0.379,0.0,0.3745,0.0932,0.1569
1628988,Aaron Holiday,HOU,44,25,35,51,150,20,325,0.0588,0.16,0.0939,0.4294,0.7843,0.0323,0.0,0.1646,0.4542,0.1905,0.4279,0.2212,0.3617,0.0648,0.3532
1630174,Aaron Nesmith,IND,65,68,85,94,70,114,496,0.3529,0.4,0.3625,0.3588,0.6569,0.1613,0.2689,0.1772,0.6508,0.2381,0.2127,0.2296,0.5189,0.0487,0.1398
1630598,Aaron Wiggins,OKC,68,61,65,50,30,101,375,0.3529,0.2,0.2201,0.3118,0.5539,0.129,0.1765,0.1772,0.3424,0.381,0.2298,0.0695,0.6599,0.0811,0.4159
1642846,Ace Bailey,UTA,89,80,67,60,45,55,396,0.5882,0.28,0.3625,0.2971,0.5196,0.2258,0.2689,0.1519,0.4305,0.3333,0.2347,0.0,0.5213,0.0916,0.2548
1641737,Adem Bona,PHI,60,60,100,35,40,65,360,0.6471,0.56,0.0712,0.6059,0.5147,0.3871,0.2773,0.0759,0.5458,0.1429,0.2885,0.0,0.6131,0.3909,0.1763
1642349,Ajay Mitchell,OKC,70,80,90,85,75,110,510,0.2941,0.2,0.356,0.45,0.848,0.0968,0.1933,0.3924,0.6373,0.5238,0.3839,0.0587,0.648,0.0813,0.4844
201143,Al Horford,GSW,50,65,95,81,120,35,446,0.5294,0.6,0.1845,0.3588,0.6716,0.3548,0.3277,0.3291,0.5424,0.2857,0.2641,0.0,0.4741,0.2824,0.3016
1627936,Alex Caruso,OKC,55,70,45,60,85,75,390,0.3529,0.168,0.1165,0.3176,0.6373,0.0968,0.1513,0.2532,0.5661,0.5714,0.4817,0.1665,0.692,0.1452,0.8106
1642259,Alex Sarr,WAS,64,95,135,58,53,73,478,0.7647,0.32,0.4434,0.3294,0.4363,0.6452,0.5378,0.2405,0.5017,0.3333,0.2763,0.0,0.4266,0.351,0.2604
1630578,Alperen Sengun,HOU,110,120,105,85,40,95,555,0.7059,0.624,0.5761,0.4029,0.3824,0.3548,0.6639,0.4937,0.6712,0.5238,0.0611,0.182,0.5671,0.3683,0.3472
1641708,Amen Thompson,HOU,150,117,95,90,110,100,662,0.4706,0.28,0.5081,0.4765,0.6912,0.1935,0.5714,0.481,0.7695,0.6667,0.2298,0.0203,0.5897,0.0845,0.4005
203083,Andre Drummond,PHI,60,49,70,36,75,30,320,0.7059,0.912,0.123,0.3147,0.4412,0.2581,0.6218,0.1519,0.3966,0.2381,0.2665,0.0,0.2975,0.5603,0.2782
1629614,Andrew Nembhard,IND,80,85,40,125,56,70,456,0.2941,0.208,0.4628,0.3882,0.3333,0.0323,0.1513,0.7848,0.5695,0.381,0.1516,0.0484,0.4361,0.0504,0.2518
203952,Andrew Wiggins,MIA,90,85,60,77,65,74,451,0.4118,0.256,0.4142,0.4529,0.6078,0.3226,0.3193,0.2658,0.4847,0.4762,0.2029,0.0,0.4799,0.1719,0.3507
1629014,Anfernee Simons,CHI,65,80,50,95,60,35,385,0.2353,0.28,0.3786,0.4235,0.5637,0.0323,0.1261,0.2658,0.5356,0.1905,0.2078,0.0,0.2226,0.0089,0.1382
1641710,Anthony Black,ORL,85,84,60,80,70,67,446,0.4706,0.28,0.4013,0.3441,0.4559,0.2258,0.2353,0.3165,0.5525,0.619,0.2421,0.1271,0.3758,0.0712,0.4905
203076,Anthony Davis,WAS,38,120,150,50,50,25,433,0.6471,0.704,0.5761,0.35,0.6029,0.5484,0.8487,0.2025,0.5593,0.4762,0.1956,0.2421,0.1315,0.3733,0.3355
