PLAYER_ID,name,team,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,pokemon_id,pokemon_name,pokemon_type1,pokemon_type2,pokemon_hp,pokemon_attack,pokemon_defense,pokemon_sp_attack,pokemon_sp_defense,pokemon_speed,pokemon_base_stat_total,total_stat_difference,match_quality_percentile
1631260,AJ Green,MIL,70,50,45,81,75,85,406,311,plusle,electric,,60,50,40,85,75,95,405,0.0383,86.7
1642358,AJ Johnson,WAS,40,45,35,24,150,56,350,671,florges,fairy,,78,65,68,112,154,75,552,0.2331,0.3
203932,Aaron Gordon,DEN,65,100,52,95,89,23,424,323,camerupt,fire,ground,70,100,70,105,75,40,460,0.0691,44.1
1628988,Aaron Holiday,HOU,46,45,70,50,120,30,361,176,togetic,fairy,flying,55,40,85,80,105,40,405,0.103,13.6
1630174,Aaron Nesmith,IND,57,90,112,90,80,115,544,601,klinklang,steel,,60,100,115,70,85,90,520,0.0642,49.9
1630598,Aaron Wiggins,OKC,74,90,50,81,75,92,462,234,stantler,normal,,73,95,62,85,65,85,465,0.0395,83.9
1641737,Adem Bona,PHI,50,92,90,25,55,42,354,303,mawile,steel,fairy,50,85,85,55,55,50,380,0.0878,22.9
1642349,Ajay Mitchell,OKC,40,60,60,35,150,85,430,107,hitmonchan,fighting,,50,105,79,35,110,76,455,0.1459,2.4
201143,Al Horford,BOS,70,72,90,86,65,25,408,770,palossand,ghost,ground,85,75,110,100,75,35,480,0.0723,39.5
202692,Alec Burks,MIA,50,25,50,74,110,20,329,756,shiinotic,grass,fairy,60,45,80,90,100,30,405,0.1174,9.6
1627936,Alex Caruso,OKC,55,64,110,65,131,108,533,788,tapu-fini,water,fairy,70,75,115,95,130,85,570,0.077,33.5
1642259,Alex Sarr,WAS,75,60,92,60,85,85,457,457,lumineon,water,,69,69,76,69,86,91,460,0.0483,72.5
1630578,Alperen Sengun,HOU,100,100,120,65,80,110,575,638,cobalion,steel,fighting,91,90,129,90,72,108,580,0.0535,63.2
1641708,Amen Thompson,HOU,91,98,135,60,120,97,601,480,uxie,psychic,,75,75,130,75,130,95,580,0.0572,58.1
1629599,Amir Coffey,LAC,75,62,40,48,42,24,291,590,foongus,grass,poison,69,55,45,55,55,15,294,0.0691,44.1
203083,Andre Drummond,PHI,45,52,55,20,40,36,248,686,inkay,dark,psychic,53,54,53,37,46,45,288,0.0816,28.8
1641748,Andre Jackson Jr.,MIL,52,48,65,35,35,90,325,431,glameow,normal,,49,55,42,42,37,85,310,0.0812,29.1
1629614,Andrew Nembhard,IND,78,70,60,85,76,100,469,49,venomoth,bug,poison,70,65,60,90,75,90,450,0.0319,94.1
203952,Andrew Wiggins,MIA,75,90,85,75,70,55,450,634,zweilous,dark,dragon,72,85,70,65,70,58,420,0.0441,76.7
1629014,Anfernee Simons,POR,99,92,46,115,50,65,467,71,victreebel,grass,poison,80,105,65,100,70,70,490,0.082,27.6
1641710,Anthony Black,ORL,79,52,38,55,110,45,379,670,floette,fairy,,54,45,47,75,98,52,371,0.0979,17.1
203076,Anthony Davis,DAL,72,130,150,57,94,75,578,768,golisopod,bug,water,75,125,140,60,90,40,530,0.0672,47.1
1630162,Anthony Edwards,MIN,150,130,80,125,60,32,577,791,solgaleo,psychic,steel,137,137,107,113,89,97,680,0.1248,6.9
1641810,Antonio Reeves,NOP,40,51,40,50,46,46,273,132,ditto,normal,,48,48,48,48,48,48,288,0.0435,78.0
1641709,Ausar Thompson,DET,61,80,105,40,120,104,510,778,mimikyu-disguised,ghost,fairy,55,90,80,50,105,96,476,0.0688,44.7
1630559,Austin Reaves,LAL,107,110,50,130,75,130,602,641,tornadus-incarnate,flying,,79,115,70,125,80,111,580,0.0681,45.9
1630245,Ayo Dosunmu,CHI,65,95,50,80,48,79,417,726,torracat,fire,,65,85,50,80,50,90,420,0.0358,89.5
1628389,Bam Adebayo,MIA,121,95,80,70,79,72,517,537,seismitoad,water,ground,105,95,75,85,75,74,509,0.0447,76.0
1641767,Ben Sheppard,IND,60,60,65,55,63,90,393,301,delcatty,normal,,70,65,65,55,55,90,400,0.0347,90.9
